N,P,K,ph,EC,S,Cu,Fe,Mn,Zn,B,label
108.6392524745896,15.590332891199047,62.343111433725454,6.594415071699254,0.1924166495709825,0.23630703359161326,27.083668832522065,282.1934914506609,1040.3800037841966,25.736192998551044,15.310238285216325,mulberry
161.7578557064319,48.691710862209085,196.77504495408596,7.113767326989415,0.3001287471538642,0.144768437833683,8.502124427478565,97.81856726295422,57.45493674357626,49.78829660019655,43.848559821115686,pomegranate
112.7603553322105,67.21994452677527,167.8361315460397,6.325720016037529,1.0174852845321951,0.3154439776228813,12.263658488987428,84.67784446266569,81.7570525381466,50.205577975919645,52.461504504535085,mango
108.54066603703254,27.534384060493455,45.955950077830636,5.432856967178388,0.2159699326916886,0.09172628732522246,19.64629481774362,68.05399272312918,40.47690220620174,48.93976582581127,42.767556675891534,grapes
141.65503857522944,26.291075868295046,213.5565668424092,3.8784769177573013,1.7236773651346406,0.07868402601494072,17.548417432982536,41.08604329414333,226.42591779914025,39.03425965873489,24.69425759654458,potato
73.14636397496224,72.00281641908643,175.37375577726587,6.184519295633351,1.2721009588007104,0.1851773613535567,9.778764334620197,62.44533676541436,90.48016366622736,47.75227276632005,67.51677086277081,mango
152.810991844098,73.52352928644498,242.50932983251238,7.104496514852405,1.5700572123250058,0.018064800101736687,22.762427987441168,255.9786546181917,74.67105337823081,22.032878361790917,6.246794605584804,ragi
118.0074910952136,58.194294002478685,103.08285783933671,6.197423267761613,0.21115445338441388,0.027345779837213643,16.30737853621204,128.37614289150943,48.35990382759722,27.85735743159453,38.97507054450044,grapes
97.26956577225936,85.30797614301099,226.1049807313231,3.9653419664825735,1.273521251842219,0.31255971414448325,7.514454002047183,104.31035271557784,81.90064841682636,45.146458905019145,42.33612171473523,mango
151.5528194660004,16.485863266232812,76.79799983133353,7.011131680843482,0.8642721060257663,0.2920600517081203,23.445752556692444,169.5072256791104,1085.585003870008,29.601421904514446,15.854653173345495,mulberry
118.63663117153735,23.007809766656433,100.53568053374742,6.330186009372288,2.170275215831877,0.11830441197927215,18.024943437343026,41.050471014985426,98.16506777704312,41.43025053655704,10.917841885073056,potato
175.69894759556,22.592373460341367,73.50428199871308,5.2170238829751625,0.23669570906646084,0.31896207564924656,26.0454274569398,199.5617482079416,508.07461493664005,28.344407254451454,26.722276910366794,mulberry
157.300614778092,39.714750501050005,203.6018770497633,8.60497644615019,0.36493030836017143,0.16159776337433165,19.897973467202696,109.03557165028394,75.69285998531224,55.666406348174625,45.30352757307835,pomegranate
111.34335398552295,23.171950529858886,98.04397474975926,6.10199030140316,0.7995175061721574,0.23262058953794162,24.828302105380853,140.75713888433526,1432.1729625734536,21.325718683945894,18.702531888697386,mulberry
161.7706021323386,11.906515209526923,176.87051082059673,8.041811688335695,0.6929636638459516,0.1594885835087406,5.982893646839188,54.72152141163654,39.11094011386201,71.21782321351424,16.122801184789893,pomegranate
106.27661367419255,78.91521663041956,153.30965727337372,5.16194634869348,1.3368181014590368,0.20300802380574257,8.0976666289629,48.78241428630436,87.79702062140115,20.73159760409079,60.184976665320896,mango
183.92155287568,34.39340191290888,70.17482692987377,5.811809300569126,0.09518175801157548,0.06096106596379506,20.999709743741114,121.5412012559762,45.81844320643056,31.69402671685239,43.96167346417133,grapes
192.72565189452766,69.72889675329394,233.08202848406745,6.495147364583447,1.8815222365502746,0.01696941467862618,12.902229139543017,220.3098069270631,72.21465432242633,23.98470575893916,6.755207200652035,ragi
64.25332699907149,33.98424570233047,225.59578554327575,6.181738248309632,1.9781243681310403,0.09532555376556415,33.74938337993038,36.7632374464395,122.76502865431878,22.079290540155426,14.875499120137148,potato
142.22113071148473,14.63147875692161,70.11377105786521,6.2374380812653865,0.35556734571115045,0.235990804318157,31.20376753691833,242.50640893935014,1107.7501196485707,22.307333595941003,24.15183627548118,mulberry
133.03542073138743,21.29479741965893,106.32863707635835,7.360817263398509,0.23943987490948831,0.2925148550929285,28.223646395117573,263.0772649626101,660.2109200401812,21.86797647828265,12.306263848474892,mulberry
156.59375870778422,34.25019876479973,88.63426859636023,6.610106763332237,0.16365625811266118,0.1418438254368123,12.073260305805332,71.40720472391705,56.965553608276586,50.010429228471665,27.332877872651377,grapes
107.45335968041745,37.016250836959856,69.73767365752266,5.809217404786719,1.240436629026333,0.11043405682553639,18.181791298657693,32.04072265340861,178.69475613040998,40.019167580184686,10.603089087777107,potato
119.75292810436304,13.346725225530498,90.44665254849224,6.208855112099008,0.47160277777132037,0.2252893479702718,17.033648393811447,154.59961866069958,520.302057304463,24.605455548562247,16.594997326838715,mulberry
188.0469902520508,91.07665128088291,283.4018463383592,6.023071225801038,0.7350939482210875,0.018214421434158228,18.938241116671684,53.99642527470657,58.185630525554544,26.313916345100896,4.318422521517817,ragi
159.52037046064356,20.825662738223606,80.73885486370752,6.125706434213692,0.30418176981673173,0.2039647679880566,31.271375152122975,238.94502143074357,596.4843128471551,27.551402255024986,26.75657146183134,mulberry
156.4089057521072,39.643654488932654,74.28698412591363,6.40390931887696,0.1928901095660304,0.09866259916853572,5.735727749995856,143.71905263745936,121.57974003697394,36.41859556654165,40.35096079522364,grapes
134.37667745399915,12.903185352335667,217.92965009420212,4.837561166031939,2.1382387713282793,0.10202461127708715,30.131386184552998,38.519242639942775,194.69200890371513,46.0858915612147,19.876819105045204,potato
125.4208352771887,37.705540010932005,75.06739183666832,6.893969758058669,0.18558667671470436,0.1753250240048104,19.851786341385605,134.64427350536403,42.21068432596119,42.11164607726484,40.09925577056279,grapes
126.29741792604939,69.90930055570186,173.48188499663286,6.512929095968822,0.3735006549591179,0.13763639083360651,14.065344165790638,102.0343526066945,46.318592992504804,66.70513821513723,22.67889059660553,pomegranate
193.49267359540147,25.40216998966254,87.75625886078497,7.626640657841609,0.4846538938479895,0.28447171745205685,27.465687658557986,118.15760616713065,628.2347347380054,21.90552142125325,15.533388029790467,mulberry
163.7111480012352,47.04843794804585,208.6188872578845,7.123839256138763,0.11744130574224135,0.27392032078342066,12.206549398717115,104.12117534051757,55.89913266527103,22.67566173404899,36.89237723098738,pomegranate
112.55929611341985,70.91025804566303,193.6867462979385,5.367859099492753,0.7945801174829248,0.27033031877248737,17.093563412814458,143.3695875416803,84.71106783682512,24.412879173559705,65.00374350531959,mango
98.65739124598898,68.869097792291,126.64220445951838,5.683424594520842,1.6184303378676979,0.13953185432021092,11.568235499653337,129.36767740800553,96.10990017820068,42.88934310436437,67.5895975933267,mango
149.1818520701116,31.61102544910613,78.42343648927022,6.13459157801916,0.20097922805657775,0.12446604399006433,6.177071442043038,65.51936383205184,93.41054153617527,39.500259659108686,40.82601366700583,grapes
135.03799064231342,36.20864011768038,87.50154813015855,5.958504816242885,0.22426256094759173,0.1190555476140994,14.964387531468176,115.59446542046612,132.03652336207702,48.067797675557145,51.71100767659427,grapes
148.07777982166286,18.38647327193948,98.03033211101099,5.862961916894964,0.3378125320804721,0.1852240204710437,28.337340258646677,132.74642464705838,1132.593570237589,20.017247648403874,13.373275895881829,mulberry
97.52550523183946,30.29162348673085,81.58391960600501,6.6621934197423744,0.2211114515371939,0.16684339779347823,18.855264475971122,103.60713897478337,63.24157207700264,36.551259349996364,46.30986986428882,grapes
128.80350563918668,97.18287067422307,169.48462160972582,5.901666212010582,0.9615741244383745,0.3825783015251232,17.186203168462924,163.31903622006504,56.174757007110095,26.333258188477178,72.92189121246484,mango
188.7655464043159,48.849120878623076,249.38618932320136,6.476640228655994,1.7112682599458444,0.014920894488641437,13.934613118941382,198.60953230013945,68.81732600170434,24.81716631263478,4.055174759177289,ragi
38.59698912676461,36.95506404289952,168.80218417215585,5.439577574414075,1.7172652799674304,0.09639513541220208,19.061677425908638,43.04804396521581,132.56439890323168,35.19874839782956,11.05939718997939,potato
170.68519024473926,51.623682496590334,329.0133187289924,6.430430397655682,0.8957778906151332,0.025340466954597175,12.770965956168222,154.24864471622033,58.11671401179714,23.80805676333229,4.359998936551986,ragi
82.26625119393424,24.073584278370934,232.93012767889996,5.449278269335149,1.838142676728694,0.10242955778997952,18.354928548271864,44.29846481487683,265.6490204234528,28.941900062361288,21.64011121607542,potato
114.96462984951972,80.8853286418555,269.71302373389665,6.187669709549406,1.3285845057183143,0.022304205348161785,20.48005053775932,100.2181887382831,45.04426165135487,20.219910556815815,4.623534197996965,ragi
104.79830809804375,94.5090095662723,148.5745191301587,5.665484444605569,0.5130108731023131,0.15626211337562826,13.03943409241277,128.32207022278442,63.10407961495558,33.75431986145208,72.69972564140473,mango
154.23233907186247,46.10960343465712,72.84146012721978,5.371373563255689,0.20494179621990574,0.025152038768483244,16.386941793036044,92.80992986333057,100.15695985130583,35.0634637394258,48.187624841761725,grapes
147.39916579481482,76.19057181686976,205.6761738063761,4.8947022017351065,0.8302038588581125,0.014746150530837693,15.299264858029796,75.31390910483958,69.5441532372587,29.179731219075254,2.045771976233376,ragi
114.26547449662564,22.731553420558626,169.22389298973002,5.866221649126016,0.8482437382096764,0.19299381395081353,16.73666789192923,78.16088084681141,21.818165649534542,25.392556831095558,25.438387635088958,pomegranate
127.8021998066317,59.318003160869615,184.26241912890248,7.1512118322589835,0.4603505722597103,0.22303890188479386,6.163924790623867,58.7287008602832,49.007821335859276,48.271206530407596,26.145623904604903,pomegranate
121.16578007998856,16.84195498973511,221.37896580716307,6.873814607984285,0.37520076578635275,0.23632566309292846,8.589232578512306,92.38603464663035,29.18505073764661,66.72144061407283,15.903589413509547,pomegranate
87.7452346649689,26.910297726069068,176.43979530065863,4.368832023908182,1.6589770985483516,0.08586895801134069,13.269324301079694,32.976471324322304,109.37230333556701,27.97897729398126,21.197436749807984,potato
146.6686327426833,78.35508283267617,327.06968657829367,6.8163204213882675,1.0098025546437093,0.023274918194772527,22.509638791452804,192.51807635851375,54.05295608690998,23.572075870799416,8.716452638818788,ragi
130.56718025220326,60.78770848272208,266.45177931837713,4.537546715888444,0.6707688118365067,0.015882055959997705,14.705837610651606,141.0094853359019,51.70512692792353,24.785414789517528,6.525945887841361,ragi
157.32069254750309,38.12811891375726,81.24403953683242,6.41410026169103,0.20684285410263975,0.11084389657193165,13.960864194265811,93.90973174454356,132.1398537958905,32.86162993990088,47.86362887171671,grapes
193.79253318864033,67.77928992660966,268.20093283310365,6.410125101124838,1.9115696153924604,0.08903826244921607,16.491519652020614,40.92992363488531,182.68993315811613,45.075115625757874,19.718089882957734,potato
188.16987498578874,52.740057448529846,366.31744049990596,8.362986735091097,0.9161773940382807,0.018923316856071997,11.103257046633347,92.03815425983987,69.6117555387968,20.36481029308299,5.5578175098104605,ragi
142.57211146801063,44.33663763261669,108.45565612902577,4.816551293230822,0.23069434283270865,0.135732758586955,13.372734420822422,148.47307842169573,109.54676682457854,43.412140916639565,41.86583744161275,mango
153.87173200464977,63.77162225546398,196.27627726748221,5.763397087736505,0.3350460142871786,0.23568706470087664,12.213184593037754,68.88625104260004,29.03848534278983,45.18208410391186,15.51394554039032,pomegranate
144.32683761582814,77.07278105585812,174.64010024989747,6.2051458177663115,0.8572531346210496,0.3340019224721205,18.24809798722768,129.94711851673122,107.41382062210442,41.18747845068812,58.479344769648414,mango
77.7128599977861,24.869796146996862,170.57500800968353,4.8061406680768,2.3871643799222357,0.12015221983333385,9.664430837927389,50.16766497910573,183.34819938081745,20.06134292756288,14.275179286387862,potato
150.20453529362186,70.76441183810934,185.2522445178006,7.886833468820077,0.7667108710790886,0.22747080190735874,15.700530633894715,66.14548088583054,58.958218114828114,71.59658914248905,42.72606953522342,pomegranate
198.40761732270104,54.313953081174,330.5986607305441,5.2140266135636475,1.0906712507901444,0.015303689879552128,15.263169894743433,113.5108582625445,71.13202602351394,27.277131392613715,9.909986732383532,ragi
138.07763825729737,32.94742194202437,67.37363640441454,6.945038765387866,0.18549987596238707,0.09411165425013215,13.102322051884599,156.6399887377278,98.46362140728337,37.34192574943009,25.073348591445868,grapes
152.174779438347,24.61969769921648,170.68585299588517,6.8419048335058985,0.2547296077696661,0.2339789016341515,16.295485423706758,103.0777656707088,40.93709410077219,44.24330460713288,48.78594173057004,pomegranate
173.34022637410484,23.570582446054914,198.1445263823702,5.822171499019344,0.5998799036218474,0.16057470806915652,17.75483829347608,83.1270880580023,28.021200499892114,21.862271432458765,13.676819906391021,pomegranate
176.82094965764247,58.60847864048658,92.55155470998032,6.583353606299242,0.13272846497696666,0.07503142856206572,15.361921036241945,68.60960192422368,107.85074357295542,33.420636553158225,32.91388566029367,grapes
165.61657824625024,27.56864241417962,83.49720942211641,6.145226318845539,0.5760607324608367,0.2613670731850947,26.01601705679238,124.91503949005705,461.5902031843626,25.279800005337606,16.889344970815777,mulberry
137.4021657970409,62.61231112308523,169.47003637900738,7.3314223748973895,0.5932234755938901,0.3796513737462546,12.626290729256986,116.30386285099236,92.22551272811046,34.171261478600385,55.204129033407895,mango
164.59428844075612,23.531649947593827,180.85617855846752,6.261545661458666,0.7148877608668898,0.2671710709520942,9.803018070863159,93.04061147451839,52.19796342690684,81.6789776622737,17.96937324042567,pomegranate
128.23770160720122,46.05857737062136,70.70447846495385,5.698237082662336,0.19838980923071003,0.026442991912966757,13.969014870952833,138.586733381402,36.4365463860521,46.57796674498682,61.40220063787466,grapes
144.5703182359921,17.37902672263948,97.9329875580842,5.693192724148316,0.6142257668358668,0.1902308345920203,29.695721818762742,167.36865668920336,1049.3479347084206,24.270885222654606,20.338315065431395,mulberry
148.40637252184052,19.946487509843173,214.9729860178557,7.349801195890748,0.7393488279314298,0.2734231310396479,9.792324477425083,89.66998936829778,45.93276032551384,59.66835248439058,13.944853508685451,pomegranate
110.76318072891526,37.45857367662862,140.6590110279061,5.419418793427731,1.949412551003491,0.11075978680720425,13.916557564019152,38.55113502120912,239.6541833136971,26.366522262024677,12.579401642621946,potato
107.95644563554964,85.44101785395291,140.6416516765655,6.547478073928914,1.2005244268341022,0.35235537128327576,10.169307178782699,189.34514425960424,64.17418200725763,41.81491130094285,79.79631600372262,mango
115.27924643714238,58.1660799504004,101.43416983713944,5.775292300945756,0.15639792377767656,0.01976760570319173,19.13096300448208,67.61661541392144,39.55371960586664,31.419771713007858,41.72935530459189,grapes
172.73981612973563,51.7097118793634,179.67457814926658,7.027700374655089,0.15928322551242916,0.14068351907786536,18.383856326259497,75.71126999296759,42.841733377922026,59.858678034163745,31.25782640555855,pomegranate
105.38889593805466,83.48672155414468,184.01464839685337,4.780534635601313,0.8838466653852283,0.31846230921582863,17.837679313162276,195.55405117028303,68.48817618692826,24.90181480950007,68.45143080504451,mango
158.08435175220208,47.634759678810454,63.645357961701066,5.758108798787499,0.10830173333010129,0.02993842069329161,17.546955536861685,79.9761112840203,115.66855149373444,38.61888105319908,22.240041688396648,grapes
93.41199995320531,53.274336456185814,60.534951198350136,5.068544928713003,0.11877394983412921,0.034294222176196876,24.73251382119148,107.69653061223568,100.20874307402008,50.849191562277014,40.99368913843828,grapes
130.7986415803397,93.50232097188155,300.97419738139564,7.792662534721113,1.4386890729318753,0.02122150282082072,22.6620664472106,218.09459958854538,57.006789135228935,18.68935899677648,9.705203186880558,ragi
97.90298497963438,41.65217023991087,89.36270878164842,4.716823355205851,0.1416758829508187,0.19103882076120943,27.384183055436782,68.0101774858004,46.4104231581932,46.54451215203446,32.620125208847796,grapes
90.78192463937133,61.16010202875321,134.91520780761425,5.365831731304471,2.0200598872536513,0.0954872440887933,8.674510522415119,36.69109855021633,163.9759004423066,54.1618553322623,19.144608958091908,potato
216.40317569805825,76.11280906302821,247.31612930944965,7.069315097580479,1.1062554511875482,0.014005908215728249,21.07848265057934,45.29232272797274,66.18541889491419,26.255546566289038,9.176237448623864,mulberry
144.58788623816542,71.3701942262258,211.02114310999127,5.509531166674662,0.08383388314216418,0.26974554991115207,20.012386267793215,130.34005050580518,60.92979256664477,69.46156740012518,53.80299747816876,pomegranate
153.48493274507473,17.140024209061536,180.13926155838558,5.774102700418396,0.5091719869486396,0.2871817320273124,14.700693195629848,68.78327557843603,30.62482883444012,26.392994816167388,44.55568699005088,pomegranate
98.16959935019047,41.81116962716415,55.32370052061197,4.969537388861558,0.8429032060600186,0.1538623011982595,12.628214087012521,129.80490227138856,136.74747285506476,37.32039527544069,32.66040754246461,mango
127.19003913381336,19.595810622006876,182.83298041015837,8.048265736219903,0.8675660195518644,0.2650058120422265,8.986550675241782,66.01773009977376,49.49535641503197,66.79162265504827,16.72074793974531,pomegranate
158.63623247351978,13.723926229808967,218.48545424788833,4.926552430517833,1.9295982158616412,0.08670811397510773,30.566199225777396,41.72610888754457,146.4817957307056,36.49727773062032,24.107128156319206,potato
178.18777486525664,42.09549950209361,91.86897867491298,5.519237539295434,0.16237002683757462,0.11709267399050319,19.778654320072203,104.22818381091696,83.33681213115972,39.96809845436338,39.64487473303288,grapes
115.22523540055118,18.855991579610524,73.20953548180412,6.001780977443735,0.7052406334862078,0.17216104776423344,18.8072673366158,144.71053664891863,1451.0973978023492,29.847026679400106,11.985685626293694,mulberry
162.47951378460107,67.07758032513156,100.00536873036545,5.844811919862714,2.442123910948054,0.08342541233773552,19.27768879503784,39.63971981426262,161.55367481819036,28.14466362193157,16.05984239045388,potato
150.7028583296334,94.45999545671322,269.97358616372753,6.6628111624755,1.4380795249241043,0.02287868275756539,17.376996075968037,156.5299318725124,55.93674010628242,20.470919874489464,5.34768122133371,ragi
179.72544339285162,33.16422624932206,79.01908590901235,5.384693227078207,0.11650642357495106,0.04550583972919327,26.256111860458144,100.70602487828502,138.55017381537718,49.05591483705978,29.551491464535488,grapes
190.14306079049365,87.24777014705177,371.8924938560579,7.800587433907456,1.1348455982893684,0.015231440083518009,30.487931422047133,198.24476946279307,69.55249756094103,26.80775695958975,4.228911154511311,ragi
146.34045240959867,59.35300382445236,198.90176266128643,6.714227562123774,0.4080671607153404,0.2369697948389192,9.874247180900745,66.45094240502331,29.821302410198424,51.73418736777927,46.58352167524541,pomegranate
117.31420610616046,18.122059917194765,63.43444328841894,6.001504124556841,0.1086410525228576,0.19545163002090676,24.73633923410592,238.1511201892869,212.0255877644217,21.83984617583289,24.185045511064626,mulberry
151.71135792790548,84.19616287859883,191.04951486501497,4.537130480201181,0.07673686779205215,0.2764143307104076,14.649983006289329,117.81656511409967,47.80624142997735,68.84802942265571,44.12868307126542,pomegranate
142.03476937406214,48.70443042799557,96.42599313823544,4.987361181819171,0.17806467126656494,0.0955823266049842,11.132379217134453,70.94012564598819,56.87763495813523,45.7179420057228,45.01262718793156,grapes
45.55410282712533,37.731652776733874,166.7820882191655,5.981151404841342,1.9179451884387038,0.15421624020799835,9.272768588005412,35.92578344733438,267.19514052582514,40.51202359293647,24.26215369441457,potato
142.57119695999197,54.159356014347,231.50933474639626,5.432836447431125,0.7151254837658889,0.010576916250554024,14.460084113060066,174.559000913472,49.76644082789378,28.875543366706676,5.99544030496616,ragi
101.25027727892218,78.2965008913354,142.4690195371012,6.603951348818242,1.1485225386924158,0.17708566638439285,19.14118717996541,195.0851759808342,55.777181860704374,35.707324642684284,53.8056947900009,mango
128.32323779393667,51.78780763443678,126.82446405533189,5.239538350348834,2.4232787199294177,0.09323437478522348,16.782825166075973,31.436144649337585,89.70835616151504,51.5433376426807,22.88667710176669,ragi
198.5710299999877,48.48099156631646,263.2722593793127,5.279912641158479,1.5427231451441605,0.016153460960515457,14.417290239287555,207.7400460199778,68.77347180840697,26.14819106350964,5.562094023970434,ragi
129.6099516228916,90.48156638425357,190.8352765600829,6.476908606222643,0.19164586248712523,0.24128508495775464,9.110284267256148,90.59922992709853,30.43632481680778,48.29742099247337,10.614863874718635,pomegranate
113.42371477251174,77.83073581416691,179.77618724523538,6.663428487580025,1.2680780058342063,0.2808015016199257,12.046875488265414,74.00311374324566,80.98214547128589,51.50763658519689,61.17787551697589,mango
122.94183804818935,96.59481925015115,154.52418763001273,5.435074241629016,0.581724427091677,0.21470736825918688,13.897266142219326,129.6084974923785,89.2650493257003,30.187681437890546,48.52609038804185,mango
116.85407153333401,51.72461740115334,148.7871600297253,5.196076152843658,1.9853208432252136,0.09483224268209238,12.86405671518476,43.955062441342854,210.13131507089733,19.366099692531026,10.819809978342771,potato
142.98271523384696,15.398625543153509,85.80314063447145,4.88056053024386,0.6144300230063257,0.3006577542204261,31.537817814612936,139.8117526098909,738.4029060482316,24.81367005971287,11.475445403850518,mulberry
160.94632340892758,54.8835502216597,193.64773443213852,6.801877910090095,0.40515190252937716,0.29716051945613925,16.136160689669396,111.44042260072995,44.51370765484167,67.44603316662113,14.68129286697365,pomegranate
107.51943389788583,33.923077424184115,112.5282126430395,6.182430315714357,0.11093302469341706,0.1214083652969216,21.102350059446202,105.72183669235146,55.72635408552251,44.977719896350294,35.59789704807277,grapes
127.97355592698263,53.35943612513688,156.12860657951632,4.474730911097927,2.3304780334023323,0.13956220622927218,13.424482757583016,39.78592773170491,200.97971798059746,23.439537157115325,10.384282638026335,potato
121.64274185526288,70.31467428363293,219.81106132502123,6.880649140268753,2.4807284747737484,0.08797813488473787,22.39881801312329,37.00103787027559,61.019080848369626,38.37669908912895,11.94105784207929,potato
144.2356008835238,49.483768715929486,88.76197017273599,5.828575703473119,0.18354883884033446,0.01876601576660743,20.224665473581254,48.818780713213286,44.267964783057096,40.615999332809295,46.78468659463995,grapes
168.6068542781025,72.78077238188213,98.9552203697457,6.308056897453834,0.21411149518410133,0.042804077840721225,14.038980419040685,61.051011762488734,137.10611958048673,33.960339465462944,34.91077045294043,grapes
169.42648389480513,67.84955975786733,86.91697547663671,6.443332472351911,0.13631502246009694,0.06726635667043786,12.552373216515933,78.1563412141825,50.26034959966115,32.55129295549807,38.910073007879035,grapes
79.92703466604814,40.29124668282504,191.9010597483007,5.363321460791281,1.585311948782211,0.08457955096126488,16.94227976882302,48.31804670923489,265.31492751485973,25.71650716562509,11.778902214518139,potato
117.36709006859174,42.94019695379321,192.83419179999683,4.724138557229423,2.0262507439309627,0.09041469731281707,19.04171820335646,39.416919253510386,226.70685763541445,33.907532995248694,21.506079539130504,potato
160.9398871004463,15.076599490736548,233.70986797965094,4.215871758198248,1.681173329786615,0.10669559668224708,29.78669260275819,29.902925711984217,129.83101716286936,33.70188974766632,27.088060187586155,potato
53.828355510744295,45.30432056384004,132.55171207148325,4.684393585595349,1.930445841722645,0.10614103818644366,24.07887528224998,40.46147508659446,58.18485425449061,28.78421764826408,12.380026651135672,potato
146.16894169237048,31.020343355481838,183.23511284004343,6.435466096327529,1.8730227129163872,0.09091274153998817,14.426346230699348,34.53332228333059,130.25208181258364,52.63821298231426,16.34304724265921,potato
177.39736342907395,36.01743862888803,65.11040169436782,5.927038224411429,0.2498986768509045,0.1862215081789207,19.787924223989112,147.86744249856062,99.61839955972411,35.7283447456516,38.22757104797389,grapes
128.12622928870704,81.94078942184767,197.2396563478914,6.00099893525018,0.6825753387832783,0.3187090649177738,13.414313267853277,161.89942500482135,105.0274751247008,27.64392772100419,52.06914106762697,mango
185.3892750027625,73.75744752936639,222.85122618551748,7.692165386743842,1.8604830994378994,0.01743293643592783,13.911865493034357,189.28200828154448,56.754168618551276,22.685992914647944,5.004588109464169,ragi
154.70841010601995,43.4560803344169,212.89116282272298,7.613563150793708,0.5494007395267811,0.20538562725169582,9.760162992958254,89.12617033138922,39.412479167255455,35.90181113470328,44.53017414573256,pomegranate
92.03762986241928,66.55459434962772,229.37586742343527,5.156866842297045,1.9140431167385241,0.08401694071515493,22.01558788888811,40.404963363315986,165.52479438852788,38.12247815256327,22.820374918432815,potato
141.09886986016068,69.25859925522697,129.71538750275207,7.339736218254034,0.9902707952686232,0.27120421171076314,8.671232362672553,161.77330651497766,60.83451695347356,32.02170054683506,67.37007167862878,mango
89.70555915419784,79.02806494209915,176.47622229424803,5.35056202665105,1.8575067867173645,0.07763298757016725,9.420928996686579,34.930940909439514,46.63748981207637,33.49424224740138,24.445985651547808,potato
128.15195797530188,13.333083840648019,109.77666660450767,6.8961841607655545,0.7537411916743686,0.26102951609650915,18.54686076830254,113.7720740489509,1439.3684029983945,28.513575047153743,13.632306063793118,mulberry
167.68082856513215,93.42011943637766,164.275598590718,4.863711928699813,0.7956473930812205,0.322300810947925,14.415472469543065,142.89829820114915,50.91744907467093,47.91113728746397,52.64272372149188,mango
159.29513502701047,42.844904974017716,184.28414356958268,4.974360218244989,1.149576693973607,0.1201642843684817,11.845031930386709,32.687755347367215,241.66610037461336,26.03879739881156,17.884113969437823,potato
111.43327220517367,72.77955272733055,159.2762469996988,5.636935506638732,0.6854648917090396,0.18672208194003204,12.98698635130118,90.05453938077292,48.541153231456114,49.744539903772306,63.497898869996924,mango
91.32551087769292,57.75760871804391,255.90207024217128,5.358775859365262,1.4615824169239675,0.08974697834667894,15.679567380278762,39.11088362144759,73.77056790574032,23.255464715298675,14.950328479264824,potato
148.08693877845047,24.791434761680577,56.64923611064598,6.2746892188257535,0.6371782258197435,0.18838740920591074,28.576075244747834,169.71843804374015,224.60392978614948,19.34765340580329,21.852049789682294,mulberry
153.74080565126474,106.22355387114735,382.3785017685347,5.793003564295089,1.6110645656170988,0.012581035138305259,15.954477949727433,136.3038930856839,61.06327185542011,22.17464503251148,1.674692778660151,ragi
121.85571455122664,75.11875338040824,68.43983852076717,5.257329015135204,0.161771888725095,0.04451403909053339,11.949770876217528,99.10980042403354,91.76693863728359,38.270747429853955,48.05508209627636,grapes
111.4341044205133,39.157280072581585,98.50320239325315,5.814184349897504,2.1346071333148164,0.09245658809032559,28.232683393637117,39.836772507262786,188.95338897136898,49.53550409964586,16.930423596892414,potato
131.4079698461923,91.5752941658084,421.2140951817742,8.245039387452278,0.8149358916856054,0.011880322941194,13.462616938245871,176.58724824376594,64.23297754063718,27.594241077719232,1.2992990247805962,ragi
61.125375351506875,35.15880743620991,158.783349711877,5.87697765952081,1.875987327307278,0.10259260811291242,28.90737476081238,43.528396741285704,282.7273470923347,30.08057039125408,22.768161469085722,potato
104.80425186194546,51.56467290613538,74.34476233814922,7.176011199616019,0.1417726472448443,0.027590041788125547,10.223235443101458,108.72322047288037,78.1723456740663,31.72747220433504,36.23837688108848,grapes
103.82579543594825,32.02820034992235,81.30744125175772,6.896767497322564,0.31816237139330283,0.22309019253045517,22.53763051020404,115.3403484840654,513.9056425775126,25.963055275888074,18.713854118176265,mulberry
199.8161480465056,25.532860907791594,112.1266013800875,6.470873091735555,0.46172859616687667,0.2815548079113136,26.892983929966455,249.8063038330005,296.9612089334341,22.317322746725345,22.659985055857668,mulberry
138.48940907710846,86.0717505044579,167.89320936234373,5.217691326476761,1.3256925784888236,0.21585115310071232,10.86520457392271,166.41472834856864,63.86324543411051,44.52759960202634,58.80727261698295,mango
148.2287255359947,33.65113863508071,228.38399282529537,6.0063457087459575,0.12190888137380587,0.28497525364969634,8.47088921963939,58.152175526692446,24.085612499994834,48.8674708581443,16.095926069404836,pomegranate
195.83338985154,72.9576540075163,228.45224104601124,6.216422193038634,0.7195880963617034,0.1981996089545137,19.540631965472645,109.73548227710948,56.09274873462801,20.66349995403438,39.2417377494536,pomegranate
115.33428633648255,30.622045767033207,81.07421865353129,5.862353298078952,0.2620004840624927,0.15024660830943698,11.341131976736168,144.66585630730597,117.78839102643362,44.40392296877914,49.818115289388615,grapes
150.70506938669277,41.84947451314314,259.3874433532925,4.828893863891863,2.566033708427382,0.11073088146604514,14.029223308724628,42.679392579791234,148.86330936107927,40.500114573079806,11.362372825086183,potato
123.01275194443787,19.11504533617176,133.61308135852147,5.4926736144765185,2.1794737501665353,0.0713670882884415,9.000801363096564,39.472639831635355,128.7657043307928,31.453694168900537,16.68846945467935,potato
136.94675528145336,85.19746933019968,272.311237274659,6.578356516127189,1.308914185807802,0.021537460166741747,25.221197419228652,54.10833367443701,58.36223126409965,24.40361072226913,2.365375946202284,ragi
